e,name,sum,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122
1054,Restaurant O,235,-2,0,-3,0,0,-3,0,4,-1,0,-3,0,4,-1,-1,4,-3,2,3,4,1,1,0,3,1,1,9,9,4,0,9,9,0,-2,-2,0,-3,3,4,-1,9,9,9,1,9,4,3,-1,-2,2,1,9,-2,0,4,1,2,4,-3,1,0,-3,4,4,9,1,3,0,-3,-2,1,9,2,-1,1,0,-3,3,-3,9,4,0,9,3,3,-1,2,4,-3,1,4,0,9,2,0,4,1,0,0,1,2,-1,9,4,1,9,2,-2,1,2,9,9,1,-2,-2,-2,2,3,-2,1,-2,9
1055,Gadjah Mas,225,1,3,-1,-2,1,4,1,1,3,9,2,1,-3,2,3,-3,3,-3,-3,1,9,1,9,0,0,4,1,-3,9,1,0,4,-3,9,0,0,3,-1,4,4,1,4,3,-3,9,1,2,9,0,9,-3,4,1,4,-1,2,1,-3,1,-3,1,1,4,9,-1,1,2,1,4,0,1,1,0,0,0,1,9,1,-3,4,2,0,1,1,1,3,0,3,-2,-2,0,3,1,0,0,-3,0,4,1,9,0,9,-3,3,0,9,3,4,0,4,1,1,0,2,4,9,-1,4,4,-2,9,-2
1056,John Mullins,254,4,4,1,-1,-2,1,9,4,0,1,-1,1,9,1,-3,-3,4,0,2,2,3,1,1,4,0,9,3,4,-1,9,4,3,-1,9,4,-1,1,4,-1,-2,3,9,1,1,4,0,-1,1,-1,3,0,1,1,0,1,-1,-1,-1,1,4,1,-3,4,-2,1,9,9,3,-3,3,9,-1,-3,4,1,4,9,4,-3,2,-1,9,-3,-1,3,9,-3,0,4,9,0,4,9,-3,0,4,-3,1,0,-3,0,1,0,1,0,4,-2,1,9,1,0,1,9,0,4,3,1,0,9,0,9,9
1057,Helpoort,244,4,9,-2,1,4,1,9,-2,9,9,1,-1,4,0,-3,4,1,0,-2,4,-2,-2,0,-3,-1,4,9,1,-2,0,3,-3,9,1,1,0,9,1,2,9,4,3,4,-3,0,-1,4,2,-2,1,-3,-2,4,-3,1,1,4,-1,1,0,-2,1,9,9,1,9,3,4,1,9,1,4,0,9,9,4,9,9,-3,0,-3,3,0,-2,1,9,0,-1,-2,0,2,4,-1,2,1,0,4,-1,-1,-2,-3,4,0,9,0,2,9,-3,-2,2,3,4,-3,1,4,1,-2,1,9,1,4,4
1058,Stiphout Cruises,206,4,-3,2,1,0,1,4,-1,-3,9,9,1,2,3,4,2,-1,0,0,-2,2,-1,0,4,0,-1,9,1,-2,2,1,4,4,4,0,9,-3,9,-1,-1,9,9,-3,4,2,3,1,1,-2,9,1,2,0,0,1,9,0,1,0,9,9,4,-3,0,4,4,9,0,1,9,1,1,4,-2,-1,-1,0,0,4,-3,9,-3,0,-1,-3,-2,-2,0,9,9,3,-3,2,0,9,-3,-1,3,9,0,3,4,3,-1,1,-3,-2,1,-1,-3,4,4,0,-1,-1,1,1,-1,0,0,-3,-3
1059,Onze Lieve Vrouwebasiliek,235,-2,0,2,0,1,-2,-3,-3,-3,-2,4,2,1,-1,2,1,-1,3,-2,-2,9,-3,0,9,1,2,3,0,4,0,2,4,1,0,-2,1,2,4,1,0,3,1,4,1,1,9,1,1,0,1,4,4,-1,2,1,2,-2,4,-3,2,-3,3,0,9,1,9,2,3,-3,4,1,1,1,9,9,0,1,9,4,-2,2,9,0,1,0,3,1,9,9,1,1,1,2,1,2,2,1,-1,1,0,-1,4,2,9,1,9,0,4,1,1,0,1,1,9,-2,1,4,4,9,1,3,3
1060,Night Live,202,2,-3,4,0,-1,1,3,-3,-1,1,1,-3,1,9,3,-2,4,1,0,2,9,9,1,4,3,0,2,1,3,0,4,0,1,9,-3,0,0,-1,-2,3,9,1,2,4,1,1,0,1,-2,4,4,4,1,0,4,4,4,3,1,-3,-1,9,1,-3,-1,0,0,2,9,3,1,1,-2,-2,4,4,1,1,-2,-2,9,4,1,4,-2,1,1,2,9,1,0,0,-1,3,1,4,2,4,1,-2,1,2,4,0,4,0,0,1,1,1,0,1,-3,4,9,0,-1,3,9,-1,-3,0
1061,Bisschopsmolen,251,0,1,9,1,-2,4,2,2,-3,-1,1,9,-3,1,1,9,-1,0,1,1,9,9,-3,2,0,9,1,1,3,-2,4,9,-2,1,0,1,2,1,0,3,4,0,4,9,1,1,0,-1,9,-3,2,-3,0,1,1,0,1,1,0,-1,9,4,1,-3,1,-2,1,-2,9,-2,-1,9,9,1,9,4,1,0,3,9,-2,-2,-3,1,0,1,9,4,-3,1,0,9,9,-3,-1,4,9,9,-3,2,9,4,0,2,1,0,-2,0,4,2,1,-2,0,2,4,9,1,9,1,2,-2,-1
1062,Sjieke,240,-2,-1,4,-1,-1,1,0,4,4,1,9,9,0,1,0,0,1,0,-2,9,9,3,0,0,2,0,1,4,3,1,3,0,2,9,2,1,1,1,9,0,-1,-2,1,1,-3,-1,1,-2,-3,9,9,3,9,1,4,-1,0,9,-3,1,9,1,9,1,1,-1,4,2,4,-2,1,3,4,-3,1,1,-1,-3,1,-3,1,3,9,0,-3,9,1,9,9,1,9,0,1,-3,1,1,-2,0,-2,0,9,4,-1,2,1,4,2,4,1,3,4,0,-3,1,1,2,-3,4,-1,1,4,9
1063,Matuchi,241,-1,-3,-1,9,-2,-1,0,0,4,-3,4,4,-3,4,1,4,1,1,1,0,0,2,1,0,4,1,0,3,2,-2,0,1,4,0,4,4,3,4,3,4,3,0,-3,1,9,1,-2,1,9,4,-2,-1,1,-1,9,1,-3,-1,0,9,0,1,-3,-1,-2,4,1,-3,3,1,9,0,2,3,1,3,-3,9,9,3,0,0,-1,-2,-2,4,3,4,0,0,3,9,2,1,0,0,4,9,1,9,4,1,1,3,9,2,1,3,2,0,9,3,4,9,-3,9,4,3,1,0,1,2
1064,Selexyz n' Dominicanen,254,2,1,-3,1,-3,9,0,9,1,-3,1,0,-1,0,4,9,3,9,9,0,3,2,0,3,3,9,-3,9,4,2,4,9,1,-3,0,3,1,1,3,1,1,-1,1,1,-2,2,-1,2,-2,3,2,9,1,0,-1,1,1,3,0,0,4,0,-1,0,1,3,-2,-2,4,1,-2,4,2,4,0,2,1,-1,9,3,-1,0,1,3,-1,-1,9,9,0,0,3,1,9,3,4,-1,9,1,1,-3,9,9,2,-3,-2,2,0,1,1,1,0,0,1,4,1,9,9,-1,0,9,-3,9
1065,Reitz,189,0,-2,9,0,0,0,2,2,9,-2,-2,1,9,4,1,1,2,1,-2,-1,-2,0,9,0,1,-3,0,3,-1,-1,-3,2,0,4,0,9,-2,3,9,-2,0,1,1,2,-2,9,4,0,9,4,1,-3,-2,3,9,-3,-3,0,-1,0,-2,0,1,-3,9,3,9,4,1,4,-3,1,-1,3,-2,-2,3,-1,1,1,0,-3,4,-2,9,0,1,2,-1,-2,1,4,2,9,4,-3,1,0,1,1,0,1,2,-1,-3,1,0,1,9,1,9,9,-1,0,1,3,-2,1,3,9,4,1
1066,Johannes Petrus Minckelers Statue,274,0,9,-3,1,-1,9,0,9,1,4,1,9,1,2,-1,9,3,-2,-1,1,2,3,9,9,0,9,4,9,9,1,4,-1,4,0,0,1,0,-3,9,-3,4,0,9,4,4,0,4,1,0,-2,3,-2,2,1,1,1,9,-2,3,-3,-2,0,-1,4,1,1,2,3,9,-3,0,1,-1,9,9,9,4,4,9,0,0,0,0,-2,1,1,1,4,9,-3,0,-3,-1,9,9,-3,9,-3,2,0,0,9,-3,9,-1,3,-3,2,1,4,1,0,4,-1,-3,1,1,-2,3,9,0,-2
1067,Take Five,203,-2,-1,2,0,1,-1,1,1,0,1,2,9,9,-1,1,2,3,9,-2,0,1,-3,1,3,1,0,-2,-3,1,-1,0,3,0,9,0,4,0,2,-1,-1,1,0,0,9,9,1,2,1,0,1,9,3,-1,-3,9,1,2,9,1,1,-3,-2,9,1,1,1,9,1,1,1,1,9,1,1,0,0,3,-1,-3,9,1,0,1,-2,9,4,3,1,2,0,0,-3,0,3,-1,1,4,-1,-1,0,2,-3,0,-2,-3,4,1,4,4,3,1,9,1,2,1,4,-2,1,4,4,4,1
1068,Mestizo,252,4,3,4,1,1,-2,0,-2,1,1,4,3,-3,4,-3,1,3,3,-2,2,1,9,9,4,1,9,9,3,0,3,9,-3,3,4,9,1,1,9,9,9,9,0,-1,-2,-2,1,-1,4,-3,0,4,1,1,0,0,3,-1,9,0,4,0,4,1,9,-3,-1,-2,-2,3,1,-2,3,0,9,1,-2,1,2,1,-2,-3,-2,9,2,3,4,1,3,-2,1,1,1,-1,1,0,1,0,1,4,1,3,9,9,4,3,-3,1,4,4,4,3,0,4,-2,0,3,9,3,-3,3,0,0
1069,In Den Ouden Vogelstruys,225,0,9,4,0,1,1,1,4,0,1,-2,2,9,0,-2,-2,9,1,3,3,9,2,1,0,3,2,9,1,1,2,0,4,3,1,9,-1,0,4,0,3,-3,-2,-1,-3,4,2,9,2,1,0,4,0,-3,2,2,-2,4,0,4,4,0,1,1,1,0,4,0,-3,2,0,1,4,4,1,9,2,0,9,-3,-2,3,4,0,4,4,4,4,0,1,-2,0,-2,0,-3,1,2,-2,9,4,9,4,-2,0,0,1,-3,1,-3,-1,-1,4,9,0,1,9,9,4,0,2,-3,1,3
1070,Spanish Government Museum,274,4,9,9,1,2,4,-2,-1,9,1,1,1,-3,4,1,-1,2,4,1,9,9,4,9,4,0,4,2,1,1,-2,2,4,0,-2,4,0,9,-3,1,-3,2,2,1,-1,9,2,9,2,1,-1,1,4,1,9,9,-3,3,9,2,4,0,1,0,1,1,1,0,-3,0,0,1,1,1,0,-2,2,4,9,9,9,-2,-3,3,1,-1,3,4,-1,4,1,0,2,1,4,9,1,1,1,4,4,1,0,4,0,9,4,2,1,0,1,4,3,0,4,9,1,-1,0,-1,-3,1,0
1071,Vrijthof,279,9,-3,-3,-1,3,4,4,1,9,1,1,1,9,4,9,-1,-1,2,9,-3,9,0,9,9,1,-3,9,3,0,4,3,3,1,9,2,2,-2,0,0,1,1,4,1,9,9,4,9,0,1,-3,-2,-1,0,1,-3,4,3,1,1,2,0,1,3,0,-3,1,4,9,0,-3,1,-3,9,1,-3,3,4,0,4,4,9,-3,2,0,0,1,1,9,1,3,0,9,9,2,9,-3,2,9,-2,-1,9,-1,-3,-1,2,4,4,1,2,4,-2,-2,9,2,2,3,0,3,-2,1,-1,1
1072,Cinema Lumiere,282,0,9,9,-3,0,9,0,-3,1,9,0,9,1,-2,1,1,4,9,4,1,4,1,-3,1,-1,2,1,4,-1,9,-2,2,-3,0,9,-1,9,1,-1,0,2,-1,1,9,-2,0,4,9,4,0,-2,4,9,1,0,3,1,-2,9,-3,0,1,9,3,0,3,0,0,-2,3,1,1,1,0,1,4,2,1,4,-3,3,4,4,2,-2,-2,9,4,9,-3,-2,9,-1,-3,-3,9,9,4,1,-1,0,0,4,1,1,9,9,4,-1,9,-2,9,1,4,0,2,0,9,1,4,3,0
1073,Sint Janskerk,225,2,-3,1,0,-2,0,0,0,-2,4,1,-3,0,1,1,2,3,3,4,2,4,1,4,-1,-2,0,-3,-2,0,3,4,9,-1,4,1,0,2,9,0,-1,9,4,-3,1,9,0,-3,1,-1,0,3,-2,1,1,9,-3,9,4,9,0,-1,4,4,4,9,0,1,9,1,-1,9,0,4,9,-3,2,1,9,4,3,-1,0,-2,1,1,3,1,1,2,-2,9,1,-1,1,1,-1,2,2,-3,4,3,1,4,2,9,-2,-2,0,2,4,3,1,9,1,0,9,3,-2,-2,4,1,-3
1074,Sint Servaasbasiliek,231,1,1,9,1,3,4,1,9,1,-2,9,0,-3,2,3,-1,3,4,-1,2,1,3,9,9,4,-1,0,0,4,4,1,4,9,1,9,0,1,0,0,2,9,9,1,4,4,1,1,2,0,1,2,0,-1,-1,4,9,-1,4,-3,2,-3,1,2,-2,-3,-1,-2,-2,3,-1,-2,0,1,4,9,0,-3,1,-3,1,9,9,1,4,2,0,3,-3,1,1,4,-2,-3,1,-1,1,1,9,9,4,1,0,-1,9,2,1,1,-3,4,-1,-1,3,4,2,2,-2,1,0,9,-2,0,-1
1075,Restaurant Jean La Brouche,247,0,1,1,4,-1,4,4,-1,9,-2,1,2,-3,9,9,2,4,9,-2,-2,0,1,1,-1,0,1,0,1,9,9,1,0,-3,4,-2,2,-3,4,-1,-3,2,4,-2,-2,9,1,3,9,9,-3,-2,0,0,9,2,-1,1,-3,4,3,-2,3,9,1,4,1,9,1,0,4,-1,1,4,4,0,1,9,4,1,4,-1,0,1,3,-3,-2,0,9,-2,3,2,1,0,1,-3,0,3,1,9,0,0,9,1,9,0,4,-3,9,-3,0,4,0,3,0,1,0,2,-1,0,9,4,9
1076,Ginger,165,3,1,-3,-2,1,0,3,0,2,4,-2,1,0,0,-1,-3,1,0,1,4,-1,4,-3,1,-2,4,1,3,-2,3,1,1,2,-2,1,0,9,0,3,4,0,1,4,2,1,1,1,4,4,-2,-3,0,-2,4,-3,1,1,-3,-1,-1,-2,-1,1,9,-3,3,-3,3,-3,4,4,-3,-3,-1,1,0,1,1,0,9,-3,1,-2,0,4,1,1,0,3,1,9,9,0,1,1,1,-3,0,0,9,9,4,3,0,9,2,4,1,-2,2,9,4,4,4,-1,-3,0,9,1,4,-3,9
1077,Goesting,237,1,1,1,-3,-2,-2,-1,9,0,4,9,1,0,-1,1,-3,3,2,1,9,-2,1,4,9,2,3,0,4,0,9,0,1,-3,-1,9,-2,3,9,2,-2,1,9,3,-1,1,3,2,4,0,4,1,-2,4,3,1,9,9,-2,9,-3,1,1,4,0,3,-2,-3,9,-2,-2,1,9,1,4,0,-1,9,-3,1,-1,1,3,4,2,1,2,-3,-3,3,1,0,1,2,1,-2,3,4,-2,3,1,-1,9,1,9,1,4,-3,4,4,4,1,3,1,9,3,-3,-2,4,-1,-1,9,0
1078,Nederlands Spoorwegmuseum,320,0,-2,9,9,2,0,4,-2,9,4,3,9,4,2,1,4,1,-1,-1,-2,0,-2,0,3,1,1,1,2,1,3,-1,9,-2,4,0,1,4,4,3,1,9,1,1,9,9,1,1,3,9,4,3,0,4,0,2,0,3,1,-2,0,4,1,1,0,9,4,0,2,2,-1,3,3,4,4,-2,1,4,9,9,2,9,0,-3,3,0,9,-1,-3,3,1,9,4,9,0,1,0,3,9,4,1,4,-1,3,4,0,1,-2,9,4,9,0,-2,1,9,0,4,9,4,2,-2,1,2
1079,Centraal Museum,189,1,-1,1,3,-3,1,4,4,9,-3,0,0,-1,-1,4,4,4,3,3,1,1,1,-1,4,9,-1,1,4,-3,3,-1,1,0,-2,0,0,4,9,-2,1,9,4,-3,1,2,-3,4,2,-1,-3,-2,2,1,-2,-1,0,4,4,-1,1,4,4,4,2,3,0,1,3,4,1,-3,3,1,4,3,-2,9,9,1,2,1,3,1,-1,4,-1,1,4,9,4,1,1,-2,4,3,2,3,-2,2,4,-3,-1,0,-3,1,-2,9,1,1,-1,-3,1,4,3,4,0,-1,-3,4,4,-3,4
1080,Universiteitsmuseum,292,4,4,1,4,-1,1,2,0,9,9,9,4,-3,9,1,1,-3,0,-1,1,2,0,-3,1,9,0,2,3,1,9,9,-2,4,-2,4,-2,1,0,1,-2,-3,9,4,1,4,4,0,4,3,0,2,1,1,4,4,3,-2,2,-1,2,1,4,3,2,-2,1,4,9,1,9,1,2,2,4,-1,4,-1,-2,-2,-1,0,2,3,4,-1,9,0,9,0,9,-3,-2,9,4,4,-2,3,4,2,9,-1,1,4,9,4,1,2,0,4,0,4,4,4,4,9,-1,9,-3,1,3,3,2
1081,Dick Bruna Huis,225,3,4,4,9,3,9,1,1,1,3,0,4,4,2,4,0,1,9,9,9,-3,2,4,3,0,-2,1,-3,2,9,-1,4,9,0,9,-1,4,-3,4,-1,0,0,2,1,0,-2,1,-1,9,-2,-3,4,-2,-3,-3,-3,1,3,4,9,0,-2,1,3,3,1,0,1,-3,1,4,-1,1,-1,1,0,2,9,4,-1,9,-3,1,-1,4,3,2,2,1,-3,3,2,1,-1,9,1,2,1,9,4,4,1,4,3,0,1,0,4,0,0,1,0,-1,3,3,-1,2,0,1,-2,-2,3
1082,Museum Catharijneconvent,278,3,0,9,9,4,-2,-2,2,2,1,1,-1,4,2,1,1,-2,1,3,-2,1,1,1,4,9,2,4,4,9,2,4,-1,4,2,-3,9,-3,9,3,2,1,1,0,2,-2,9,3,1,-2,0,4,9,4,9,-3,1,4,0,4,2,2,1,2,1,4,9,4,1,-2,2,1,4,1,-3,2,2,9,1,-2,1,1,1,4,9,1,-1,2,4,-3,9,9,2,3,-3,3,9,1,1,3,4,1,2,4,0,1,2,1,1,2,9,4,-1,2,1,0,1,4,0,-2,2,3,-2
1083,Pieterskerk,138,2,9,4,4,1,9,-1,-2,-3,-3,0,0,-3,-1,1,2,1,1,0,0,1,1,1,-1,0,-2,-1,4,4,4,3,-3,-3,2,1,3,0,4,4,3,4,-3,0,0,1,4,1,1,-1,2,0,1,9,-3,-3,2,-1,1,9,1,-3,4,0,1,4,1,2,1,-2,0,0,9,-1,1,3,0,1,4,1,4,1,4,4,4,0,0,2,0,-3,1,1,-3,0,1,0,4,-2,0,1,4,0,1,-2,1,-2,-3,0,-3,-1,-2,4,9,1,4,1,1,-3,1,1,-3,4,9
1084,De Artisjok,273,4,3,1,0,1,-2,9,4,-3,9,0,-2,4,1,3,-1,-3,1,3,3,4,4,-3,0,3,1,1,3,4,-3,1,4,0,-3,4,1,9,0,-1,4,2,-1,1,1,0,3,-2,1,0,4,9,0,2,3,4,1,-3,3,3,3,1,2,4,3,-3,0,9,-3,-3,1,3,4,1,9,-1,9,0,-2,1,-3,1,0,9,3,1,1,9,0,9,3,1,0,2,4,-3,2,2,3,1,-2,9,3,4,4,1,-2,4,9,9,2,1,0,9,9,1,9,1,9,9,1,4,-3
1086,Polman's,276,-3,-2,9,2,9,-3,2,0,9,0,3,-3,4,9,0,0,-3,1,1,1,1,2,9,1,-1,1,-2,-2,1,4,4,1,-1,9,0,0,0,2,1,1,2,-2,0,4,1,4,1,2,0,9,9,9,4,0,2,0,-2,0,1,0,3,9,-1,-3,2,4,9,-2,0,-2,0,4,9,-3,1,1,4,0,1,9,-3,0,4,-3,9,1,-1,9,1,-2,-3,-3,0,9,4,1,2,2,9,1,4,9,1,4,-2,0,0,9,9,1,1,2,9,1,9,0,4,1,9,9,1,2
1087,Broers,245,3,1,9,3,2,4,-3,2,1,9,3,4,4,-2,3,1,1,1,2,-3,-1,-1,4,4,0,-1,-2,1,9,-1,2,1,9,1,-3,1,-1,1,3,2,-1,1,4,3,2,1,-3,2,4,-2,1,-2,0,9,0,1,1,0,4,1,-3,0,9,9,3,4,0,-1,-1,4,0,-2,9,3,3,-1,1,2,2,1,0,9,4,1,0,9,9,2,4,-1,2,4,3,1,-2,4,1,4,4,9,4,2,-2,1,1,9,-3,-3,1,4,2,1,1,9,1,1,9,1,2,1,-2,-3
1088,Utrecht University Ceremonial Buildings,244,1,-2,4,9,-3,4,-3,0,-3,1,1,4,-2,-1,0,0,1,-1,1,1,1,-2,-3,-2,0,1,2,4,9,1,2,0,-3,1,0,1,1,9,4,3,9,1,2,-2,9,-3,2,9,1,4,-1,-2,-2,9,9,0,1,0,-2,9,2,2,-1,4,4,-1,1,1,1,1,0,1,9,0,4,2,1,9,4,4,9,9,2,-3,1,2,-1,3,0,-1,-3,9,3,-1,-1,9,2,-1,4,0,9,1,3,4,2,1,0,-2,1,0,9,1,1,9,1,3,9,4,1,1,1,1
1089,t Oude Pothuys,254,1,3,0,4,9,4,1,-2,0,0,0,1,3,1,9,9,-2,4,1,-2,-3,9,4,9,1,4,4,1,1,9,3,9,1,0,1,9,3,3,-3,4,0,3,-2,4,3,1,4,-1,1,4,4,-1,2,4,0,-1,-1,9,1,1,3,-2,9,-2,0,4,-1,0,-1,-2,1,1,-3,1,9,1,1,1,0,4,2,-3,9,3,4,-3,4,9,-3,3,-3,4,9,4,4,0,9,-1,-2,4,-2,1,1,1,3,1,1,-2,9,-3,4,1,2,1,0,9,3,-1,1,-2,4,-3
1090,ACU,229,-3,1,4,-1,-1,9,4,2,2,1,1,0,1,0,-2,0,-3,4,4,1,9,9,-2,4,4,-1,1,9,0,1,1,0,1,-2,9,0,3,0,-1,3,9,2,-2,2,4,0,-2,0,2,4,9,-3,4,3,2,-1,1,-3,3,4,0,1,1,9,2,3,4,-2,4,0,1,1,1,1,-3,-3,4,0,1,0,-3,9,-2,4,4,9,0,1,0,9,9,3,4,9,0,3,0,1,-1,1,2,1,1,9,1,1,2,0,1,9,1,9,-2,-2,1,-3,-1,-3,1,4,1,1
1091,Opium,231,2,-1,9,9,4,1,-3,4,0,9,4,1,9,2,9,0,1,1,4,0,1,9,-3,-2,-2,1,2,1,-3,1,4,2,4,9,1,1,3,-3,9,1,1,9,3,0,4,3,1,1,1,-3,9,-1,4,4,1,3,1,2,-3,1,4,4,9,0,-1,-1,-3,1,-2,3,-3,-1,9,1,0,3,1,4,2,-1,3,3,-2,2,2,3,-2,1,0,-1,-3,4,0,0,1,3,-1,-2,1,1,0,1,2,1,1,0,9,-1,0,1,4,4,1,1,0,4,3,9,9,-2,-3,3
1093,Lokaal de Reunie,341,9,4,-3,4,-1,9,1,4,-3,4,1,0,2,4,-3,-1,-3,3,3,9,0,9,0,1,9,4,1,-1,4,4,0,9,1,3,-1,9,1,4,0,3,2,1,9,9,2,0,9,0,0,4,1,1,1,4,4,0,9,-2,4,-1,3,4,3,3,9,1,9,2,9,1,4,4,-2,0,-1,0,-2,0,1,0,0,9,1,4,1,0,4,1,9,0,3,9,-1,9,9,0,-3,-3,9,4,9,1,4,3,-1,9,1,1,4,9,9,1,9,3,-1,-1,-1,-3,0,1,2,9
1094,Aboriginal Art Museum,255,1,1,1,9,1,-3,-2,9,9,1,0,4,1,-1,1,1,4,-1,9,-1,4,-3,2,0,2,-3,0,-3,-2,9,-1,-3,0,0,1,4,0,3,4,-2,-3,1,-2,1,3,-3,0,-2,3,2,0,4,1,0,-2,2,9,9,0,0,4,1,4,-3,1,4,9,-2,3,4,9,1,9,9,-1,3,1,9,-1,1,1,1,-2,2,1,2,0,-1,2,-1,9,-1,1,9,4,3,2,0,9,1,4,-1,1,9,2,4,9,3,4,1,4,2,-1,9,-3,4,1,2,1,4,9,1
1095,Domtoren,208,0,4,0,0,1,0,0,0,1,1,4,4,9,0,1,0,9,0,2,1,1,4,4,1,9,4,4,4,2,-3,1,2,4,-2,1,1,1,1,-2,1,4,-2,-1,1,9,1,3,4,0,0,-2,-3,3,1,1,4,-1,-2,0,-3,0,2,4,1,4,1,1,1,-2,-3,9,0,4,2,4,9,-3,4,9,-3,9,9,0,-1,-2,2,-2,1,9,1,4,-1,0,1,1,-3,-1,9,1,1,-3,1,0,1,-2,-1,0,1,0,-3,9,-1,4,4,9,9,4,-1,1,4,-2,0
1096,Tivoli,272,4,4,0,0,3,-1,4,4,0,-1,0,-2,2,-1,1,0,4,-2,-1,4,1,9,9,9,4,4,0,-2,0,3,9,0,1,4,4,4,0,1,3,1,-2,0,4,3,2,9,4,1,0,4,3,1,9,4,-1,9,9,9,1,2,1,4,-1,1,1,0,1,1,0,9,1,-1,4,-2,-2,9,0,4,2,0,3,3,-2,-2,9,1,-2,2,1,4,3,1,0,9,4,-1,2,9,9,4,4,-1,-1,9,3,-1,4,-1,2,1,-2,0,2,1,1,2,3,-2,-3,4,1,0
1097,Museum voor het Kruideniersbedrijf,208,1,0,9,1,4,2,2,-3,0,1,9,-3,-3,9,1,-1,3,2,9,1,4,-3,9,9,9,-2,0,-1,4,0,4,0,0,-2,-3,-1,-2,2,-2,0,-1,2,9,4,-1,4,-1,4,9,-2,0,4,0,9,-2,2,-3,9,4,9,-1,0,-3,-3,0,1,0,4,0,4,-2,9,-3,0,-3,-2,-1,1,9,1,9,1,1,4,9,-2,1,2,9,-2,0,1,0,3,0,0,0,0,0,4,4,2,-2,0,0,-1,2,4,0,0,4,-2,0,1,-2,-2,9,1,1,9,-3,4
1098,Nationaal Museum van Speelklok tot Pierement,297,1,0,1,0,-2,2,9,0,4,2,1,4,1,2,1,9,-3,9,-1,1,9,9,-1,2,2,0,9,0,-2,4,-2,1,4,0,3,1,4,1,0,4,0,-3,3,0,1,1,3,3,9,-2,9,4,1,4,9,9,0,0,1,4,0,1,3,1,-3,1,4,0,9,3,-3,9,1,1,4,9,-3,-3,4,9,-1,-3,9,4,3,1,0,-1,4,4,1,0,9,1,3,1,0,0,0,2,3,4,-1,3,9,9,9,9,1,9,4,2,1,9,-1,2,0,-3,-2,0,0,1
1099,Springhaver Theater,281,-2,0,-3,9,3,3,9,-3,4,9,-1,-1,4,9,3,1,0,9,9,-2,1,0,0,0,-2,1,0,1,1,-3,3,-2,-3,3,9,-2,1,1,-2,1,2,1,9,1,1,4,1,-1,-2,4,9,9,-1,0,3,4,9,9,9,-3,1,3,1,3,0,-2,-3,9,3,1,0,9,4,4,-3,9,1,0,9,2,3,4,0,9,-2,3,4,-2,9,9,1,0,9,1,1,3,-3,-1,-2,0,4,1,4,4,-1,9,1,-1,1,0,2,9,0,1,1,0,3,9,-3,-1,4,1
1100,Blauw,246,4,9,3,1,-3,2,0,9,-3,-1,4,-1,4,3,0,2,1,4,0,9,-2,-2,4,2,4,-2,9,-2,0,-1,4,-1,9,1,-3,1,-1,4,9,9,1,0,-3,0,4,0,-2,9,-3,1,-1,1,9,2,-1,4,1,0,9,1,-2,0,1,4,9,1,1,0,3,1,3,4,1,1,1,1,-2,1,9,1,0,-3,4,-2,9,9,0,0,0,4,2,-1,2,1,-1,1,1,4,-2,0,9,9,0,0,-3,-2,9,4,0,4,3,9,1,4,1,-1,3,0,9,-1,1,0
1101,Nederlands Waterleidingmuseum,271,4,4,3,-3,1,2,-2,-2,2,-3,3,-3,9,-3,1,0,1,9,9,0,0,-1,-1,-1,4,1,3,1,9,-1,3,-1,1,4,1,-3,9,-2,-2,9,9,9,4,-1,1,4,9,9,9,9,4,3,9,0,-3,9,4,-3,-3,4,0,1,3,0,2,1,9,9,3,4,-2,0,1,1,0,-1,9,0,-2,9,-2,-3,9,1,-2,1,-3,1,9,0,1,2,0,0,-2,1,0,1,4,1,1,9,0,9,-3,0,1,4,1,9,4,-3,2,4,2,4,1,-3,3,9,-2,2
1102,Winkel van Sinkel,300,3,9,0,0,-1,2,9,9,1,3,1,1,0,4,-1,0,1,3,4,9,2,9,9,9,-2,1,-2,0,9,-1,1,3,9,2,0,9,2,9,-3,0,3,9,9,1,4,9,-1,9,-3,2,9,-2,9,2,-2,-3,0,0,0,-1,1,0,2,2,4,9,1,-1,2,4,1,0,1,1,1,4,4,0,1,-1,-1,1,1,-3,0,4,9,3,-2,2,0,2,1,1,2,0,1,4,1,2,9,4,0,1,-3,9,-1,9,9,1,-1,2,9,1,0,-2,1,-1,1,4,4,3
