e,name,sum,Good food,Music,Live music,Outdoor exercise,Swimming,Food,Much food,Burgers,Fast Food,Midnight service,Service,Types of food,Conscious food,Snacks,Crowdedness,Ingredients,Bacon,Grapes,Ham,Dishes,Hash browns,Hiking,Internet,Drinks,Coffee,Atmosphere,Kitchens,Indian kitchen,Romantic atmosphere,Market,Culture,Art,History,Architecture,Experience,Thrill,Local culture,Local people,Walking,Relaxing,Outdoor,Picnics,Chips,Craftmanship,Alcoholic drinks,Modern art,Traditional local culture,Fun,Animals,Dolphins,Adventure,Going out,Vegetarian food,Healthy food,Good drinks,Cocktails,Dancing,Cheap,Museums,Beer,Outdoor food,Pub food,Squalor,Scottish food,Italian food,Pizzas,Shopping,Souvenirs,Authentic souvenirs,Beautiful experience,Beautiful view,Convenience,Comfort,Comfortable seats,Nature,Peaceful atmosphere,Driving,Driving a boat,Fruit,Meat,Ice cream,Local food,Vegetables,Cinema,Arthouse films,Train rides,Weddings,Bagles,Non-alcoholic drinks,Chocolate drinks,Paninis,Social atmosphere,Cheesecakes,Purchasing art,Waterfalls,Fishing,Fly fishing,Late night service,Spas,Wine,Body art,Tattoos,Piercings,Jazz,Blues,Sea views,Quiet atmosphere,Gardens,Cider,Excitement,Massage,Beautiful sights,Cycling,Mountain biking
1161,In 't Aepjen,277,0,1,9,4,-2,-2,9,2,4,0,1,2,1,3,4,9,9,-1,-3,3,2,1,3,3,1,1,1,-3,0,9,4,1,4,-2,-3,9,0,-2,4,3,1,4,-1,1,4,0,4,3,4,9,2,0,9,1,4,4,-2,-1,9,4,-2,9,1,1,4,-2,-2,1,-1,0,-2,9,0,2,4,9,1,1,1,4,9,9,1,9,3,3,1,4,4,4,0,1,9,-2,0,1,9,1,3,0,0,4,-2,0,4,2,-2,9,-2,4,4,-3,3,1
1163,Po Chai Tong,192,4,0,-2,0,4,4,-2,9,4,-3,4,0,1,-1,1,9,9,1,2,-1,9,-2,4,4,0,4,4,1,0,-3,1,-1,0,4,3,1,0,1,0,-2,-3,4,1,1,9,0,-1,9,-3,-3,0,1,1,-1,-3,0,1,2,2,4,-3,2,1,0,9,9,-1,-1,2,9,-2,9,1,1,2,1,2,-3,-3,1,0,9,0,1,1,1,-2,9,4,2,1,1,0,3,9,2,9,4,1,3,-2,3,-2,-3,0,1,0,4,-3,4,4,1,-2,1
1164,De Engel Van Amsterdam,188,1,3,0,4,9,0,-2,-2,0,-3,4,1,-3,9,0,-2,-3,-1,-2,0,9,-3,1,0,1,3,3,9,1,1,4,3,1,3,4,1,-3,9,-3,1,9,1,0,1,3,9,4,0,-1,1,4,2,-3,-1,3,9,-2,1,9,4,-2,4,9,9,-3,0,1,0,2,4,-2,-3,3,1,2,0,-1,-2,1,2,4,2,2,-3,2,0,1,1,-3,-1,4,1,-2,9,1,-1,1,0,0,4,1,9,1,-1,-1,9,-3,-3,1,-2,9,1,0,9
1165,Stopera,265,0,9,0,9,-2,-1,0,1,3,1,1,1,-3,0,0,9,0,0,1,4,1,-1,1,9,2,2,-2,4,-3,-2,4,-1,-1,9,1,9,2,4,1,0,3,1,-3,4,1,9,1,0,0,1,4,1,1,1,9,1,4,-2,0,9,9,9,-2,3,0,9,3,1,9,3,9,4,0,9,2,4,1,4,0,1,2,2,-3,-1,1,-1,4,4,9,4,1,9,9,1,0,4,-3,1,3,1,-1,0,1,9,9,1,1,1,0,1,-1,1,1,0
1166,Blauwbrug,230,1,-1,-1,-1,2,0,2,1,9,1,4,-3,3,3,-3,4,1,-3,-3,3,-2,4,2,4,9,2,4,9,-3,1,0,-1,9,-2,-2,0,2,1,4,3,9,9,-3,1,9,2,4,-1,2,1,-3,9,9,0,9,0,9,2,2,0,3,1,-2,1,4,3,1,4,1,1,1,1,9,3,1,-2,1,4,1,4,2,-3,9,2,2,-3,2,-1,9,-3,-1,4,9,9,4,0,0,1,1,0,-1,-2,9,4,1,1,1,0,1,1,-1,2,0,-2
1168,Muziektheater,257,1,4,9,-2,9,-2,1,9,1,4,1,-2,0,3,9,0,1,9,-3,4,9,9,3,1,-1,1,-1,0,4,1,3,0,9,2,-2,-3,2,-3,4,0,4,4,3,9,0,1,2,-2,4,1,1,1,0,-2,1,0,4,0,4,1,9,1,4,1,2,4,1,4,-1,9,9,0,0,1,9,0,-3,2,1,9,9,3,0,9,3,0,1,2,0,4,4,-3,9,-2,9,1,0,0,9,-1,0,1,-3,-1,1,3,1,-2,-2,4,0,1,4,1
1170,Knuffels,247,9,1,4,0,9,3,1,4,-2,3,0,0,-1,-2,3,9,2,1,1,0,0,9,-3,0,-2,1,-1,-2,4,-3,-3,0,-3,1,9,4,1,3,3,3,4,9,-3,9,9,-3,3,0,1,9,-1,9,1,0,9,1,1,4,2,-1,1,9,-1,1,0,1,3,1,-2,-2,1,4,4,1,4,4,-3,-1,4,3,2,9,-3,9,-2,9,0,4,0,1,0,9,4,0,0,9,4,-1,9,1,-1,1,9,2,1,0,1,3,1,1,0,2,1,1
1171,Henxs,162,1,-2,4,9,-1,-2,1,1,1,3,2,0,1,9,1,1,3,1,4,1,-1,1,3,-2,0,4,1,0,9,2,-1,1,4,1,1,0,0,1,9,4,-2,1,2,9,1,0,1,9,-3,-1,-2,4,-2,1,0,1,2,0,0,-2,4,1,4,3,1,3,2,-3,1,1,9,0,1,4,2,-3,4,2,9,4,-3,-2,9,0,2,1,-1,0,0,1,-2,-2,0,-2,1,-3,-2,-3,-2,0,-2,9,3,1,9,0,4,1,-3,-3,9,-2,0,1
1172,Queen's Head,181,-1,-2,9,-3,1,-1,1,-3,4,-1,9,-3,4,4,1,1,-1,3,9,1,0,1,1,4,0,3,-3,-3,1,-2,-1,2,2,0,9,-2,1,0,4,4,1,1,-1,-3,3,1,1,4,1,4,4,1,4,1,0,0,1,9,-1,4,2,-1,3,0,0,4,1,1,-3,-3,0,9,-3,0,3,4,4,-1,4,-3,1,0,1,1,9,9,2,0,3,-2,-1,2,4,3,3,4,1,0,-3,0,2,3,1,-2,9,1,9,1,-1,4,2,0,2,4
1173,Riele,277,2,3,1,0,3,1,3,1,2,3,9,0,-2,9,4,-1,-3,2,2,-3,9,3,4,1,9,1,-2,1,9,0,1,4,4,-3,1,4,1,9,1,-1,0,9,-2,-1,4,-3,1,4,-1,4,4,4,1,0,-3,9,3,4,-3,4,0,4,-2,-1,4,9,1,-3,4,9,2,9,9,0,-2,4,1,2,4,1,0,-2,9,0,-3,1,1,9,-1,9,4,0,-2,3,4,-2,1,-1,0,4,9,4,4,3,9,2,9,3,1,-1,2,4,9,0
1174,Nam Kee,260,1,-2,-1,9,-1,1,9,0,0,2,9,9,-3,0,4,1,4,1,2,4,-2,3,3,-2,9,-2,0,3,3,0,1,-2,4,-3,1,1,9,4,-1,2,2,3,0,-2,9,9,4,9,0,-1,-2,9,9,-3,3,0,-2,4,-1,-1,-2,4,3,4,4,1,-1,-2,1,9,2,0,1,1,4,9,4,-2,2,1,4,-3,9,1,1,-3,1,-3,3,9,1,9,4,0,4,9,-3,9,4,2,1,9,4,-3,4,1,9,-3,1,9,-1,1,1,-3
1175,Eat Mode,280,-2,-2,1,9,4,-3,0,9,0,1,9,0,4,0,4,4,4,2,1,3,0,9,2,9,9,9,1,0,1,-3,9,-3,1,1,1,0,1,9,1,1,1,1,-2,1,9,9,0,9,4,0,1,1,4,-1,4,-1,-2,9,4,1,-3,1,9,9,1,1,1,3,1,-3,4,9,1,2,9,9,1,0,0,4,1,-2,1,9,9,0,4,1,-2,-2,1,-3,0,9,-1,-3,1,9,1,0,1,0,0,4,0,-1,4,-1,-1,3,2,1,9,9
1176,New King,186,-2,-3,1,0,-3,2,9,0,-3,3,4,-1,-2,1,3,9,1,9,9,1,0,0,0,-1,1,1,1,-3,4,0,4,2,-1,9,-2,4,4,0,1,1,1,0,2,1,4,1,0,1,0,1,-3,0,9,9,1,2,-2,1,2,-1,0,1,3,9,4,4,-3,-2,-3,3,1,0,1,4,1,1,1,0,1,1,-2,0,1,3,2,-3,4,-3,9,3,0,1,-2,1,-2,0,0,1,1,4,4,4,4,0,4,9,9,-1,3,2,9,1,1,0
1178,Waag,264,4,0,1,1,1,0,4,9,3,9,-2,1,9,0,2,-2,-2,9,0,-1,9,9,9,1,4,-2,9,-3,9,1,1,4,3,4,4,4,4,4,1,9,4,3,3,4,0,2,-1,3,0,4,3,1,-3,2,9,9,1,-1,9,1,1,0,0,1,4,0,1,1,1,1,-3,3,0,1,1,3,2,3,1,4,1,0,1,0,0,-1,1,-1,2,1,-1,1,1,9,1,4,-1,9,4,-2,0,9,4,9,-1,2,2,-3,1,9,-3,3,-2,-3
1180,Lime,210,9,-2,4,9,3,1,-2,1,4,9,1,-1,4,1,1,0,2,1,-2,2,2,0,0,-2,1,0,3,0,3,0,3,4,1,1,9,-1,1,4,-2,1,9,4,1,1,-3,1,-2,1,0,1,2,9,1,2,-3,9,0,-3,9,4,4,4,3,-1,4,2,1,9,9,2,2,-2,1,2,0,1,0,4,1,9,-1,1,-1,1,1,1,1,0,9,4,0,2,0,-3,4,1,1,4,0,3,2,1,3,-2,0,1,0,0,1,1,4,-3,3,0
1181,Guan Yin Shrine,288,4,-2,-3,4,4,4,9,-1,1,0,9,0,-1,2,1,1,-3,-3,2,1,-1,2,-2,1,-3,1,0,0,1,3,4,1,1,1,9,4,-3,0,1,9,4,4,9,1,1,2,0,1,9,0,2,0,1,9,2,-1,-1,4,1,2,4,0,1,3,-2,9,9,4,1,9,9,9,1,-1,3,4,1,4,3,1,0,1,0,1,9,4,4,9,4,0,4,4,0,9,-3,1,1,9,2,4,3,0,4,2,2,0,-3,4,9,-2,9,9,-1,9
1182,Seventyfive,276,9,1,1,0,4,4,4,1,9,-2,4,1,0,-1,4,9,9,4,-3,9,1,1,9,0,1,0,-2,-3,9,-2,-2,-1,2,1,1,1,4,-3,0,4,9,-3,1,0,9,2,9,1,4,-3,-1,3,1,0,9,2,3,0,0,-2,1,9,2,1,9,0,0,0,-2,-3,1,0,0,3,4,-2,2,9,3,0,9,1,9,9,4,9,1,1,1,0,9,1,9,0,-2,1,9,9,1,4,1,4,9,2,9,-1,0,-2,0,1,1,4,-3,-3
1183,'t Klompenhuisje,267,9,-1,3,0,2,4,9,4,4,3,4,4,2,1,1,1,0,2,9,2,-1,1,1,9,9,4,-2,0,-3,1,-2,4,4,-3,-1,2,1,0,4,0,1,9,0,0,-2,0,2,-2,-1,4,1,1,1,2,9,1,-3,1,9,0,3,0,9,9,9,9,-2,1,1,-1,4,1,3,1,4,9,-1,-3,-2,4,2,4,1,9,9,1,0,1,-2,0,9,2,-2,3,9,2,4,-1,1,4,1,1,2,-3,0,1,-1,4,9,9,-1,2,1,4
1184,Hill Street Blues,206,-3,-2,2,3,9,9,4,-3,1,4,3,0,4,-1,1,9,1,-1,0,4,2,0,0,1,9,0,4,-2,9,9,0,-3,0,4,-3,1,4,2,4,1,-2,-1,9,0,3,1,0,-3,4,4,1,4,1,0,2,4,1,1,2,3,9,1,-2,1,4,9,-3,1,-3,-3,-3,3,2,-1,-3,1,0,9,9,9,4,-3,0,1,9,9,-3,0,0,-2,0,2,-2,-2,9,-3,-2,-2,1,2,0,-2,4,0,4,2,-2,-1,9,1,1,4,4,4
1185,Zuiderkerk,248,1,-2,4,4,9,9,0,0,0,1,-3,2,-3,4,0,9,-2,1,1,0,2,9,-1,9,1,9,1,4,4,-2,2,4,9,1,0,-2,1,-1,1,0,-3,9,-1,-1,9,-3,1,1,1,3,9,2,2,9,9,1,-3,1,0,3,4,1,1,0,3,1,2,0,4,1,3,-3,0,1,-3,9,-3,4,1,4,2,2,0,-1,9,4,2,4,9,1,-1,1,-1,9,4,9,1,9,-2,1,9,1,2,-2,-2,0,4,-1,4,4,-2,3,1,0
1186,Proeflokaal de Ooievaar,208,-1,9,3,4,-2,-3,4,2,-1,1,0,1,4,0,1,1,-2,-2,9,4,4,0,0,0,1,4,1,9,3,2,1,0,1,-2,4,-3,4,1,1,4,4,0,-3,4,1,-1,9,0,2,-3,0,1,1,2,-1,-2,-1,0,4,0,9,4,-1,-2,-1,1,-3,1,1,0,3,4,9,9,3,2,4,1,2,1,4,4,-3,-1,4,-1,2,0,1,-2,4,3,9,9,2,-3,9,1,-3,1,9,1,9,0,1,4,9,1,4,1,-3,-1,1,1
1187,Joe's Vliegerwinkel,242,1,-3,1,4,9,0,-2,4,1,1,2,9,2,9,4,4,0,2,9,1,9,1,-2,1,4,3,-3,0,4,0,1,0,9,4,1,-2,1,1,4,1,0,9,9,0,0,4,-1,2,9,1,1,1,2,4,0,0,9,3,4,0,1,0,1,2,3,4,-3,9,1,1,3,4,4,3,4,0,4,4,1,-1,-1,1,0,4,-2,1,3,1,-2,3,-2,4,4,1,0,-2,9,1,1,1,-3,1,0,0,1,1,3,1,9,-2,9,0,1,-1
1188,Kam Yin,238,3,-2,-2,4,9,9,0,3,0,4,4,9,3,0,-3,4,-3,-1,2,-2,3,-2,0,4,0,-2,2,2,1,9,-3,3,0,4,9,4,9,1,1,-2,-3,1,9,1,0,2,1,4,9,0,1,-3,-2,4,9,9,0,4,2,4,1,1,-3,3,0,1,9,9,3,-3,2,0,-2,0,1,0,1,9,-3,9,1,9,4,9,-2,1,-2,2,-3,-1,9,-1,1,4,1,3,3,9,1,1,-2,0,9,2,4,4,-2,0,-3,1,1,-3,1,3
1189,De Huyschkaemer,211,-2,0,4,9,0,9,0,2,9,-3,9,9,-3,1,1,4,-3,0,2,-1,9,3,4,0,9,4,1,9,-3,-3,-2,1,-2,4,-3,9,0,1,0,3,2,3,9,0,-3,1,1,4,1,-2,-1,0,3,0,1,-1,0,4,9,1,-3,-3,9,-2,-3,9,3,1,1,-1,1,-1,9,-2,-3,0,-1,9,1,0,9,1,3,2,4,-2,4,4,-1,1,-3,1,4,2,9,9,-3,1,-1,-2,1,0,3,4,3,-3,1,-3,-2,0,9,9,1,-1
1190,Museum Amstelkring,242,1,1,1,0,4,9,4,2,-2,-3,9,0,4,1,-2,1,1,0,1,1,1,0,4,-1,2,9,0,2,9,1,3,4,1,-1,0,-1,-2,-3,-3,1,4,2,3,3,3,2,4,1,1,-2,3,-2,2,9,9,9,0,0,9,9,-3,9,9,-2,4,0,1,4,3,3,1,4,0,-2,-1,9,1,4,9,-3,1,4,2,9,0,0,9,9,1,4,3,-3,2,1,2,4,0,-3,-2,-3,0,2,1,1,4,0,2,-1,0,2,9,-3,3,4
1191,De Dageraad,243,0,9,-3,4,1,2,4,4,0,1,-2,1,0,-3,4,1,9,0,1,1,9,1,3,1,4,3,3,3,-1,9,4,4,2,2,-2,4,1,-2,0,9,1,0,-1,4,-1,1,4,4,-2,-1,0,1,1,3,4,0,4,9,-2,-1,3,4,0,3,0,9,2,9,4,3,4,1,-2,1,4,3,-2,0,3,1,1,4,4,1,0,-1,4,0,4,-2,2,-3,-3,3,4,1,2,2,9,9,2,-1,0,4,4,1,1,9,2,2,2,0,9,-2
1192,Sarphaat,266,9,1,1,0,4,1,-1,9,2,-3,1,0,0,-1,-2,3,4,0,-1,2,2,1,-2,9,1,3,4,1,4,1,2,2,3,0,0,1,0,3,0,3,1,9,3,2,-2,0,4,0,0,-3,4,1,-3,0,9,9,-1,0,9,9,2,-1,-1,2,0,9,-3,9,1,9,4,9,9,4,0,3,4,-1,1,1,-3,9,1,4,0,1,3,1,0,9,4,0,-2,4,9,2,4,2,4,4,-1,-2,9,1,3,1,1,0,0,2,4,9,3,1
1193,Erotic Museum,233,-3,4,9,-2,9,4,0,-3,9,4,-3,4,1,1,1,3,9,9,4,3,2,1,0,1,9,1,1,1,-2,4,2,0,1,0,0,3,2,-1,-3,1,1,4,4,1,9,1,-1,-3,9,1,3,-3,9,-1,1,0,1,4,1,3,-1,4,4,4,1,-2,4,3,1,0,1,0,1,4,4,1,9,3,9,0,0,3,2,2,-2,0,4,0,1,1,3,1,-2,0,1,-1,0,-1,9,-1,-3,9,9,4,0,9,-3,4,9,-3,-1,0,-2,1
1194,Golden Temple,232,4,0,9,-2,-3,1,-1,9,9,-2,3,-1,-3,4,9,4,-2,9,4,3,1,1,9,2,1,0,1,9,0,4,2,3,2,3,1,1,9,4,1,-1,9,0,9,3,9,9,1,1,1,0,1,0,1,2,4,1,-1,-1,-2,3,-3,4,1,0,2,4,-2,-1,0,3,4,-1,-2,-1,1,-3,1,1,1,-2,1,9,1,-2,4,2,-3,-1,0,-3,1,4,3,1,-2,4,9,1,9,4,4,9,-2,0,-3,4,0,1,1,1,1,0,9,1
1195,Kokopelli,260,9,2,-3,1,1,3,2,4,4,0,1,9,0,9,0,9,9,0,1,-3,-2,1,0,1,-2,4,3,2,4,1,3,0,9,1,1,0,-1,1,4,-2,2,4,0,9,4,-3,9,0,-2,4,3,1,9,9,-2,2,0,1,-3,9,4,4,1,-1,0,-1,-1,0,-1,2,4,0,1,-1,-2,1,0,3,4,-2,9,3,1,1,4,4,0,9,-3,9,9,1,-1,9,0,-1,4,0,0,4,9,9,4,1,2,9,4,3,-3,4,1,-3,1,0
1196,Oosterling,204,1,0,0,-1,-1,-3,1,-1,9,4,-3,9,0,4,-2,1,9,2,-3,9,2,1,0,1,1,1,0,-1,1,4,4,-3,0,1,3,1,0,4,-3,-2,1,2,0,2,0,-1,9,1,1,1,3,1,0,-2,0,9,-2,-2,2,1,1,2,0,1,2,-1,1,0,9,1,9,2,1,-2,0,9,1,9,1,4,3,4,0,1,9,1,3,2,1,0,-3,-1,9,3,3,3,-2,9,1,1,-3,4,0,9,-1,9,0,0,4,4,-3,-3,9,2
1197,Get Records,231,9,-2,4,1,4,2,0,-2,-3,-3,0,9,0,0,0,1,-2,1,3,1,0,1,0,1,4,1,1,4,0,1,1,3,0,1,2,0,4,1,4,1,1,1,1,9,3,4,-3,4,3,4,1,9,4,0,1,0,4,0,1,1,9,9,0,4,0,3,2,-1,4,-3,2,-1,1,4,9,-3,3,-2,9,9,0,4,1,1,1,1,-3,3,0,-2,-2,9,1,4,2,1,1,4,9,9,-2,9,0,1,9,-3,4,9,-3,1,-1,-2,9,-3
1198,Museum Willet-Holthuysen,259,0,9,-2,1,9,2,4,1,-2,0,1,1,1,1,1,1,9,9,1,1,4,0,9,2,0,-3,4,9,9,-2,1,-3,4,9,2,1,-3,2,4,0,1,0,1,-3,4,4,9,-1,0,4,2,9,1,3,1,1,0,9,0,9,0,9,4,1,9,1,1,-2,9,9,9,2,2,9,-3,9,-2,1,2,1,4,-3,-3,1,0,4,1,1,2,-2,-1,1,-1,-1,1,9,1,1,3,9,1,0,1,1,1,-3,2,2,1,-1,0,4,3,-2
1199,Dantzig,295,0,-3,3,4,4,-2,4,1,0,9,1,2,1,4,4,9,1,4,4,4,1,4,4,1,4,1,4,0,1,1,0,1,1,2,3,4,-2,9,3,-1,4,1,0,4,9,1,2,4,3,0,0,1,0,9,0,1,9,1,3,-1,-3,9,1,1,4,9,9,1,9,4,1,2,0,3,-1,1,-3,1,2,0,3,4,4,9,-3,-3,4,2,2,4,4,9,1,4,0,-2,4,4,-1,1,9,4,3,9,4,-2,-1,4,9,1,1,-3,2,9
1200,Look Out,201,-1,0,0,9,-2,2,1,3,9,-1,9,9,9,0,4,9,-1,0,4,1,4,9,1,-3,-1,-3,-3,-3,4,1,9,0,-2,-2,9,0,9,1,2,-1,0,1,0,3,1,2,-2,-2,4,-2,4,-1,-1,2,0,-1,4,4,0,-2,-2,4,1,0,2,9,4,2,-2,1,1,2,-2,1,1,3,1,-2,-3,0,0,1,1,1,3,-1,0,9,1,1,9,2,1,1,1,4,1,0,9,9,3,3,0,-2,0,0,4,1,9,1,1,1,-3,0
1201,Take Thai,270,-2,2,1,0,2,9,-3,9,3,0,0,3,1,9,9,9,2,4,9,9,1,1,1,0,-2,-1,-1,-1,0,2,-3,1,1,2,-3,9,3,1,4,9,3,9,1,1,9,-1,4,2,1,1,1,-3,4,0,0,-1,1,9,1,1,0,9,9,0,9,-2,1,-2,9,3,0,2,3,9,-2,1,0,4,1,9,0,0,3,4,1,1,9,9,-1,0,-1,-2,0,-2,1,3,-1,1,9,1,-2,3,4,-3,2,1,9,4,0,3,-1,1,-1,9
1202,Segugio,192,2,1,4,1,4,-2,-2,2,0,2,1,1,0,-1,2,1,9,-3,3,1,4,9,4,1,0,1,-2,3,0,4,0,0,2,-3,1,-2,1,0,4,-2,-3,-3,4,1,-3,3,4,2,4,3,3,1,9,-2,1,9,-2,-3,1,9,4,2,-3,0,3,9,-1,1,9,4,9,1,0,4,2,9,9,-2,2,-2,0,1,0,2,0,2,3,4,-2,2,-3,1,2,0,2,-2,3,1,-3,0,1,9,0,1,9,-2,0,0,9,-3,3,0,2,1
1203,Tempo Doeloe,239,9,4,0,4,0,9,-3,3,-3,9,4,1,3,1,2,1,4,3,1,9,4,3,-3,-1,1,1,-2,-1,3,2,2,4,1,9,2,1,1,-2,-2,-1,2,-3,1,0,0,1,1,2,4,2,2,-2,-1,1,0,0,4,0,3,1,1,9,0,9,0,-3,0,1,0,1,1,1,9,-2,9,0,4,-2,-1,1,1,4,9,3,0,2,1,-2,0,0,9,9,3,-3,2,3,9,4,1,4,1,1,-1,-1,3,9,9,3,0,9,9,1,-3,1
1204,Casa Rosso,282,1,2,1,0,0,1,-1,-2,0,9,9,9,-2,0,2,1,1,9,9,0,3,1,3,-3,-3,3,-3,3,-1,1,9,9,1,9,9,1,1,0,-2,9,-2,9,0,9,-1,9,0,4,4,4,-3,1,-1,4,3,4,1,3,9,3,3,1,4,2,9,4,2,0,2,-1,4,0,9,1,1,1,1,1,1,9,1,1,-1,9,3,9,3,1,0,1,1,1,-1,-3,-2,3,9,3,9,0,-3,-1,2,3,-3,-1,1,4,3,1,9,-2,9,0
1206,Puccini Bomboni,219,-2,9,-1,0,9,2,-1,-2,9,4,1,9,-2,1,-3,1,1,3,-1,1,3,9,-2,-1,-1,0,-2,1,0,-2,1,3,-3,9,-3,1,2,-2,9,-2,0,4,-2,-2,0,1,2,4,1,-3,1,-1,-3,3,9,4,9,4,0,9,-1,4,9,1,-2,1,1,-3,1,3,0,1,1,2,0,0,0,3,4,0,1,1,0,-1,1,4,1,9,0,4,1,2,3,9,9,-2,9,9,-2,1,0,0,-1,2,4,3,2,4,1,3,9,0,9,1
1207,Concerto,191,4,2,2,1,-3,9,1,-1,-2,-2,0,-3,0,9,3,0,9,2,0,4,1,-3,-3,1,-3,0,1,3,-3,-2,1,3,0,-1,9,0,1,1,9,9,0,3,4,-3,1,4,3,9,9,0,1,1,1,0,0,2,4,4,-2,0,-3,0,1,4,1,-2,-1,0,-2,1,4,-1,0,1,0,1,9,4,0,-1,-2,-2,4,3,0,9,9,4,1,9,-3,2,4,3,0,-3,9,-3,1,1,-1,-2,-1,2,9,-3,4,2,3,1,0,9,-3,9
1208,Twins Backstage,189,2,4,1,1,1,3,1,0,1,1,-2,0,3,3,-2,-1,1,1,-1,1,4,0,9,1,-1,9,4,-1,1,-3,9,-1,9,0,3,3,-3,0,1,1,3,1,2,-3,9,1,4,9,-1,0,-2,1,-3,4,3,1,-3,9,9,3,9,2,9,-1,3,-3,2,1,-3,0,1,2,4,0,4,9,-2,1,-3,1,-2,-3,1,0,2,1,0,-3,-2,9,9,9,0,-2,2,-2,0,9,0,0,1,0,0,2,4,1,0,0,1,-2,1,-1,4,4
1209,Sluizer,234,-3,-3,4,1,4,3,4,4,0,4,-2,1,9,4,-2,1,9,1,3,3,1,3,0,3,-3,1,1,-2,-2,-2,1,9,1,-3,4,0,0,1,1,0,3,3,9,1,9,0,-1,-2,1,3,9,9,-3,9,0,9,1,-3,-3,9,1,1,1,9,4,-3,-1,1,9,0,-1,1,3,0,0,0,1,-2,0,0,0,2,9,-3,0,0,-3,0,-3,9,0,4,0,9,9,9,1,3,4,4,4,0,0,0,4,9,-2,3,-1,9,1,9,-2,0
1210,Nijhof & Lee,254,0,1,1,4,9,1,-1,-2,9,0,4,9,4,-3,-2,-1,1,4,0,-2,9,4,9,2,-3,9,9,0,-1,9,4,4,0,0,4,3,2,3,1,0,3,9,2,9,1,4,4,-1,4,1,4,2,-3,1,0,0,1,2,9,-2,4,2,0,3,-1,-3,0,1,-3,2,1,-1,1,-2,-1,-1,3,-1,3,-1,1,9,1,-2,9,1,2,3,1,9,9,0,4,-2,-3,-1,4,9,-2,-1,4,-3,-2,1,9,1,0,2,-1,9,9,9,4,1
1211,Oostindisch Huis,230,9,0,-2,-2,-1,4,4,0,-2,1,1,9,4,-2,-1,4,9,-2,-2,-2,0,-2,2,3,-1,-1,0,2,4,-1,0,1,0,4,0,9,1,4,0,9,1,-1,1,-2,2,1,1,1,-3,1,0,4,1,4,4,3,1,3,4,-3,0,-3,3,9,0,-2,9,-1,-2,2,-3,3,3,4,9,1,9,2,-2,2,0,9,4,9,2,0,3,4,-3,1,1,4,0,9,4,9,-3,-1,2,-1,9,9,9,1,1,-1,4,-2,-3,9,9,-3,-3,9
1212,NEL,215,4,0,2,1,4,1,1,-2,4,-1,1,1,9,4,-2,1,3,1,9,1,-2,4,1,4,3,-1,0,9,9,1,9,3,3,2,0,9,1,4,4,0,-3,0,-2,3,1,0,-1,9,1,1,0,4,9,4,0,4,-3,1,1,3,4,1,1,9,4,-3,-2,-1,2,1,-1,9,1,3,1,0,0,1,4,-2,4,2,3,4,0,-1,-3,4,-1,1,0,9,-1,0,1,1,2,-1,1,-2,9,9,1,1,1,-3,0,1,1,-2,-3,1,3,4
1213,Krua Thai,181,0,1,1,3,4,-3,3,1,-1,1,-1,-2,-1,0,1,3,1,2,-3,9,2,9,9,9,9,1,1,-3,2,9,0,-2,1,-2,1,-1,-3,1,1,-3,0,3,-2,1,0,-2,2,0,1,4,-1,0,1,0,0,9,1,1,1,4,0,1,9,4,0,9,3,3,9,-1,0,0,-2,-3,1,2,4,4,1,-3,4,0,1,-1,1,2,9,4,1,4,3,1,1,3,2,4,9,1,-3,4,2,-3,-2,2,4,2,4,1,0,1,-2,-1,-3,2
1214,Blauw aan de Wal,263,0,4,-1,4,3,1,4,2,9,2,3,-2,-2,0,1,9,9,9,4,3,1,4,9,0,-2,1,2,0,0,3,2,3,3,2,0,1,2,2,0,-3,9,9,-3,2,-2,0,3,1,1,4,-2,0,1,0,4,4,-2,9,4,0,4,1,9,1,1,9,2,9,1,-2,1,1,-2,4,-3,-2,4,-2,1,1,1,1,1,0,4,4,1,1,4,3,4,-1,2,4,0,4,4,-1,1,-1,2,-3,1,9,9,1,9,1,4,4,4,9,4,1
1215,Himalaya,250,-1,1,0,1,2,3,4,0,3,-1,9,9,4,4,0,9,9,2,-2,1,-1,1,-1,9,-2,0,1,-2,9,-1,2,2,1,1,0,-1,-2,1,-2,9,9,1,4,4,1,0,2,2,1,0,0,3,4,9,1,2,9,9,1,4,1,4,3,4,0,4,3,-1,-3,-3,4,4,2,-2,-3,2,9,4,-3,4,1,1,-2,2,1,3,-1,9,9,2,1,0,0,3,-1,1,-2,-3,0,3,9,4,-3,-2,4,9,-1,1,9,-3,9,-1,4,4
1216,De Beestenwinkel,230,-3,9,0,4,9,4,1,9,4,3,-1,1,9,1,3,-3,-1,1,0,0,-1,-2,-3,9,4,4,-3,1,0,9,4,-2,9,0,4,1,0,4,4,-1,1,-2,1,0,3,1,4,-1,4,3,1,4,1,3,4,4,0,4,0,1,1,4,4,9,3,0,-3,9,4,2,1,1,3,0,9,1,1,-2,3,3,-3,2,1,9,1,0,2,1,1,0,1,1,0,-1,4,1,1,0,-3,1,9,1,9,1,2,4,-1,-2,1,3,-1,1,0,4
